# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=585909156
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df1a_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,aux_unscaled,p_gamma.1,p_z_beta.1,p_z_beta.2,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_z_beta.2,g_aux_unscaled
-184.754,0.994072,0.562545,3,7,0,186.553,5.25173,-1.44738,-0.194682,-0.0506151,-17.5407,-0.17724,-0.924084,-8.84394,-13.985,-1.65484,0.151394,-13.5905
-183.952,1,0.562545,2,3,0,185.089,5.24649,-0.950277,-0.319772,-0.0306047,-2.87153,-1.5269,0.261925,-11.2987,-14.1215,-0.986283,-0.0895592,-8.09319
-184.52,0.969101,0.562545,3,7,0,185.538,5.50407,0.509031,0.0401435,0.0427491,-13.8686,0.702085,-0.228892,2.18142,16.845,0.806332,0.152862,8.44131
-184.77,0.960946,0.562545,3,7,0,186.669,5.44791,-0.716594,1.19841,-0.0204846,19.2704,0.662444,0.466801,6.63204,11.9283,-0.887352,1.8032,-6.24536
-184.324,0.914097,0.562545,2,7,0,187.126,5.45888,-1.26309,0.138486,-0.0227802,14.466,-0.949457,1.93104,-8.81591,13.3927,-1.45065,0.531567,-6.2651
-185.872,0.93645,0.562545,3,7,0,186.966,5.52905,-0.998989,0.76529,-0.0296052,8.33606,1.00047,1.07292,0.0454022,22.7182,-1.19688,1.3004,-11.102
-185.941,0.927024,0.562545,3,7,0,189.621,5.18903,1.01318,-0.961141,0.0477547,26.0959,0.818751,0.112651,-16.767,-18.4888,1.55106,-1.14446,8.54685
-183.832,0.996303,0.562545,3,7,0,186.746,5.27695,0.549963,0.705209,0.0178681,-16.4207,1.18893,-1.67015,9.87301,-9.20809,0.791062,0.985128,4.10574
-183.089,0.99371,0.562545,2,3,0,184.183,5.29346,-0.193264,0.0693104,0.0280526,9.59275,-0.829649,-1.03749,-4.69559,-7.10661,-0.0743885,0.277702,7.39079
-183.447,0.914664,0.562545,2,7,0,186.153,5.33643,0.882044,0.141952,-0.00275728,-9.65138,-2.33762,-0.098138,13.8063,-2.25176,1.29835,0.24387,-0.303322
-183.798,0.933357,0.562545,3,7,0,186.213,5.38854,-1.40717,-0.222728,0.0131948,2.61936,1.28854,1.92143,13.6965,4.05082,-1.57543,0.0697725,4.2305
-184.253,0.971374,0.562545,3,7,0,185.493,5.29634,0.756289,1.0192,-0.0203241,-1.28892,-1.44909,1.12562,-0.162225,-7.45859,1.03406,1.37863,-5.51195
-183.121,1,0.562545,2,3,0,184.219,5.31254,0.19601,0.467148,-0.00396538,5.3163,-1.03676,-1.19214,4.91214,-5.21409,0.379908,0.743052,-0.496401
-183.69,0.973846,0.562545,3,7,0,184.086,5.25979,0.303864,-0.393754,-0.0420652,1.05452,-0.217342,-0.952236,-3.44479,-12.6713,0.654894,-0.354047,-11.2026
-183.379,0.950852,0.562545,3,7,0,185.706,5.3542,-0.167814,-1.12338,0.0211173,-15.2366,0.433296,-1.58292,-12.4947,-0.0544686,0.106112,-1.21189,6.31746
-183.497,0.996706,0.562545,2,3,0,183.582,5.37159,-0.0696433,-1.20787,0.0171695,-3.08319,-0.178355,-0.180283,3.2603,2.00765,0.243176,-1.33044,5.26288
-183.33,0.995031,0.562545,3,7,0,184.172,5.31787,0.694984,-0.187367,0.0202711,1.37853,0.233172,-1.40124,5.25881,-4.3389,1.08339,-0.149057,5.4314
-183.79,0.959912,0.562545,3,7,0,184.598,5.37465,0.911237,-0.63235,0.0283,-11.2627,-0.148666,0.816035,-1.58385,2.31882,1.40394,-0.72997,7.23939
-183.757,0.997224,0.562545,3,7,0,184.482,5.32943,-1.15118,0.296617,-0.0420655,-3.46946,-0.421516,-0.825005,-13.2847,-3.3704,-1.33449,0.734176,-10.1724
-184.545,0.96802,0.562545,3,7,0,185.412,5.4165,0.953386,0.496438,0.0731058,1.52887,-0.861673,1.23863,0.386081,6.56092,1.28886,0.655575,16.9079
-183.111,0.957307,0.562545,1,3,0,185.674,5.37688,0.284269,0.096509,0.0388881,9.02329,1.828,0.988348,18.2734,2.52405,0.519639,0.250301,10.1153
