# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=269645765
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df1_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,aux_unscaled,p_gamma.1,p_z_beta.1,p_z_beta.2,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_z_beta.2,g_aux_unscaled
-185.074,1,0.458455,3,7,0,191.608,5.40378,-0.060263,-0.0328937,0.130663,8.63196,87.4524,-1.29651,-5.35035,4.64554,-18.9637,5.02442,29.163
-186.728,0.973016,0.458455,3,7,0,187.666,5.48698,-0.046695,0.0141461,0.145776,-5.74676,-20.1228,-16.8775,10.1052,12.1438,-23.5662,28.3974,29.657
-185.656,0.989528,0.458455,3,7,0,188.729,5.41364,-0.0378829,-0.0143705,0.153683,19.8774,-14.3259,35.963,3.53619,5.32826,-10.3881,9.26781,33.7862
-183.635,0.998695,0.458455,3,7,0,186.182,5.3091,-0.024803,0.000814211,0.0769271,-7.8236,13.9258,-5.97688,-31.9756,-4.79882,-8.22993,16.7535,18.5321
-184.635,0.949654,0.458455,3,7,0,186.237,5.45464,-0.0145723,0.0141948,-0.0860647,-6.33856,-15.0332,19.2699,21.036,14.5796,-7.85885,31.0336,-24.3756
-182.986,0.993686,0.458455,3,7,0,185.609,5.40181,-0.0185819,-0.0508474,-0.000430595,-16.7721,-12.2908,-10.578,24.125,5.7936,14.4069,-22.8766,0.406606
-183.117,0.986098,0.458455,3,7,0,183.921,5.37069,-0.0362257,-0.0288976,-0.0708007,-5.5708,-11.3069,16.2152,-12.613,2.26594,-8.56434,0.83411,-17.5125
-184.177,0.883459,0.458455,2,7,0,185.753,5.38368,0.0317683,-0.0388417,-0.00391953,-0.0459932,-28.2406,-6.76284,-20.8672,3.59015,49.3988,-32.4689,-2.8504
-183.236,0.989997,0.458455,3,7,0,184.818,5.36998,-0.0324658,0.0115425,-0.0275209,-4.48033,-38.7397,16.71,3.90276,1.98726,-20.6228,32.444,-6.89383
-182.714,0.978978,0.458455,3,7,0,184.297,5.35048,-0.0270396,-0.00480316,0.0144482,4.84631,-9.41458,22.9616,-21.2649,-0.498932,-8.98408,15.5542,4.68369
-182.701,0.999295,0.458455,3,7,0,182.85,5.3891,-0.02958,-0.0437467,-0.0108647,0.856783,-2.75417,10.4582,4.40587,4.32059,3.2978,-13.5581,-1.64112
-184.318,0.957066,0.458455,3,7,0,184.651,5.24972,0.024525,0.025404,-0.0283478,0.759448,-4.70872,16.0947,6.04094,-13.6383,20.7032,21.5098,-9.26325
-185.838,0.962534,0.458455,3,7,0,186.678,5.25733,0.0235485,0.0719956,0.0375091,-6.68887,2.91451,-5.36737,-17.3259,-11.0903,1.41621,52.7399,4.2315
-186.21,0.979388,0.458455,3,7,0,187.653,5.26647,0.0622758,-0.0112889,0.0949221,-8.2718,10.6785,33.906,0.859716,-8.96027,51.677,-18.322,17.9084
-185.932,0.998935,0.458455,3,7,0,187.402,5.39347,-0.11008,-0.0428004,-0.0716411,-15.9942,-2.33928,18.1154,5.75946,5.49739,-68.7562,19.9999,-23.3396
-192.581,0.625333,0.458455,2,3,0,194.042,5.3802,-0.155347,-0.00752353,-0.0908108,4.23634,31.7326,-24.958,0.705232,3.75907,-129.243,73.7365,-41.4351
-186.97,1,0.458455,3,7,0,193.028,5.3249,0.0420753,-0.0262772,0.16131,1.62337,12.0112,-79.4023,8.14976,-2.64862,37.927,-19.0467,33.077
-185.841,0.946348,0.458455,3,7,0,189.597,5.37433,-0.0801346,-0.00763884,-0.103616,-2.28741,7.16455,-46.0498,29.1667,2.97025,-60.7526,41.2194,-31.1845
-186.102,0.971793,0.458455,3,7,0,187.374,5.31285,0.0296445,-0.0213564,0.148895,2.85774,-18.0242,30.1353,-8.29256,-3.81445,30.3592,-13.2653,31.6895
-184.28,1,0.458455,3,7,0,187.013,5.45473,0.0127723,0.0354512,-0.0168114,-1.91988,26.1974,-4.37424,32.374,12.7071,6.94611,33.5908,-6.29231
-183.861,0.99672,0.458455,3,7,0,185.026,5.37646,0.0275219,-0.0129924,0.0624759,11.0227,12.7572,20.6797,-7.64242,2.36265,31.8898,-9.34017,14.4496
-183.008,1,0.458455,3,7,0,184.04,5.3002,-0.00513505,0.00697505,0.0122222,-3.66811,-25.4538,3.13357,-14.7223,-6.52719,3.30086,16.6148,3.53654
