# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=311438810
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df2_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,aux_unscaled,p_gamma.1,p_aux_unscaled,g_gamma.1,g_aux_unscaled
-182.812,0.998314,0.592406,3,7,0,183.269,5.1838,-0.0215059,-8.86494,7.67433,-21.9032,-8.20912
-181.222,1,0.592406,2,3,0,182.715,5.28631,-0.0173544,19.1064,4.44992,-8.69026,-3.98997
-181.372,0.851074,0.592406,2,7,0,183.963,5.38272,0.0554441,-19.6545,-20.7434,3.08426,13.9858
-183.146,0.902162,0.592406,2,3,0,183.584,5.54295,-0.0129886,5.60317,-11.2808,23.7279,-6.73826
-181.833,1,0.592406,2,3,0,183.298,5.45867,0.0479925,18.5443,-6.48055,11.6036,11.1928
-181.949,0.990292,0.592406,3,7,0,182.42,5.25833,-0.0597525,1.43306,13.6969,-13.3301,-16.0812
-182.339,0.984426,0.592406,3,7,0,182.983,5.20182,-0.000210951,5.57051,14.5246,-18.7774,-1.91902
-181.528,0.999379,0.592406,3,7,0,182.77,5.38985,0.0642652,17.7189,-0.253366,3.80017,15.8889
-184.472,0.887793,0.592406,3,7,0,184.908,5.42841,-0.153762,9.50223,-5.64766,12.3108,-44.696
-183.035,1,0.592406,2,3,0,184.406,5.4392,-0.112311,-1.5451,23.4804,12.9914,-31.4326
-180.951,0.734763,0.592406,2,5,0,186.926,5.3372,0.0117836,-21.1394,41.277,-2.09539,3.86347
-181.116,0.989844,0.592406,2,7,0,181.245,5.40729,-0.0209364,-4.70101,4.13126,6.73825,-4.67736
-180.924,0.960462,0.592406,1,3,0,181.718,5.34958,0.00892352,12.1292,-9.25993,-0.613177,3.19925
-181.047,0.974056,0.592406,1,3,0,181.339,5.30704,-0.00910887,-7.31123,-5.69869,-5.9556,-1.57205
-181.649,0.959078,0.592406,2,3,0,181.666,5.25909,-0.0373936,-2.00694,-0.359934,-12.6465,-9.87318
-182.324,0.876192,0.592406,2,7,0,184.012,5.46642,0.0760686,18.2885,12.1478,11.7882,17.2637
-181.753,1,0.592406,2,3,0,182.359,5.45473,0.0447281,5.82149,13.8338,11.2373,10.5338
-183.181,0.789381,0.592406,3,7,0,186.56,5.2664,-0.115334,24.1402,-20.8466,-13.6475,-32.483
-183.089,0.959831,0.592406,3,7,0,185.457,5.19017,0.0758037,2.93827,30.7462,-17.362,15.6706
-181.02,1,0.592406,2,3,0,183.079,5.3308,0.022216,19.4016,-15.1857,-2.80323,6.34463
-181.666,0.964902,0.592406,2,7,0,181.993,5.4624,0.0218201,-8.56795,3.7991,12.6646,4.95452
-182.118,0.976497,0.592406,3,7,0,182.574,5.40236,0.0926311,-10.7189,0.668802,4.86765,21.8353
-180.99,0.864534,0.592406,1,3,0,184.74,5.37917,-0.0237042,5.88227,38.2522,3.1546,-5.12084
-183.352,0.726857,0.592406,2,3,0,185.049,5.41287,-0.130288,-4.44336,25.6024,9.2723,-36.5733
-181.084,0.998058,0.592406,2,3,0,183.497,5.37524,0.0319013,8.98139,-29.1211,2.37006,8.64814
-181.425,0.984138,0.592406,3,7,0,181.542,5.31026,0.0545491,0.100866,6.89243,-4.89029,13.6556
-182.714,0.956241,0.592406,3,7,0,183.183,5.5254,0.0265873,-2.78524,13.3134,19.8812,4.05851
-181.416,0.992476,0.592406,2,7,0,183.135,5.36811,0.0607321,-20.7561,-2.39825,1.46207,15.2258
-181.048,0.996991,0.592406,2,3,0,181.498,5.37335,0.0280164,0.475764,-13.4779,2.16954,7.74492
-180.941,1,0.592406,2,3,0,181.051,5.35674,0.0136906,2.27154,6.00367,0.24719,4.36249
-180.941,0.824808,0.592406,2,3,0,183.304,5.35674,0.0136906,11.0418,27.5991,0.24719,4.36249
-181.251,0.90837,0.592406,2,5,0,182.21,5.3533,-0.0557954,-0.677284,-19.6976,-0.187593,-13.6934
-182.034,0.889823,0.592406,2,5,0,182.736,5.3426,0.0937069,-0.500169,16.856,-1.22917,22.275
-181.742,0.999705,0.592406,3,7,0,182.564,5.28882,0.067213,-9.37853,-13.8559,-7.07043,16.2016
-181.677,0.998165,0.592406,2,7,0,181.887,5.26937,0.0514187,1.34921,9.06201,-9.45218,12.3657
-182.247,0.96893,0.592406,2,5,0,182.497,5.45006,-0.0765781,-7.13256,4.41901,13.6499,-20.8972
-181.403,1,0.592406,3,7,0,182.267,5.26773,-0.0169191,7.75939,-15.925,-11.0421,-4.24327
-182.756,0.89393,0.592406,2,3,0,183.199,5.32512,0.121136,-9.66624,5.4498,-2.84839,27.7242
-182.895,0.987616,0.592406,1,1,0,183.022,5.33195,0.126671,-2.09881,6.6494,-2.1657,28.8368
-181.312,0.933418,0.592406,3,7,0,185.413,5.39236,-0.053099,-9.96441,-38.7566,5.14632,-13.1387
-182.233,0.871869,0.592406,2,3,0,183.393,5.50072,-0.00747825,-10.4943,17.1241,18.2048,-3.53155
-182.128,1,0.592406,1,1,0,182.297,5.49443,-0.00943761,-6.52216,0.459751,17.4891,-3.81345
-182.36,0.989526,0.592406,3,7,0,183.326,5.2616,0.0885589,-13.115,-10.7497,-9.57575,20.3303
-185.299,0.89927,0.592406,3,7,0,186.72,5.10937,-0.0519982,-18.5055,5.14218,-33.4185,-20.8286
-182.629,1,0.592406,3,7,0,185.591,5.47047,0.0898283,-27.2439,3.1812,11.8852,20.1106
-182.16,0.969699,0.592406,3,7,0,184.02,5.21565,-0.0184342,3.65771,27.0582,-17.7113,-6.13444
-181.038,0.948791,0.592406,3,7,0,183.545,5.40031,0.00449398,-22.2739,-14.8436,5.55531,1.86076
-180.908,0.978771,0.592406,1,3,0,181.448,5.34585,-0.00728773,-11.2935,-3.77947,-1.0987,-0.837529
-181.381,0.913067,0.592406,2,5,0,182.186,5.29982,0.0466229,-8.00089,14.9484,-6.13573,11.7515
-181.803,0.991949,0.592406,3,7,0,181.966,5.24165,0.0329222,0.91112,-8.03358,-12.995,7.46851
-180.969,0.934222,0.592406,1,3,0,183.204,5.34966,0.0189857,-23.2161,6.43366,-0.592438,5.63639
-183.062,0.873641,0.592406,2,5,0,183.363,5.18768,0.0711304,-8.71076,0.700675,-17.7894,14.5505
-182.011,0.867189,0.592406,2,3,0,186.24,5.33865,0.0924103,-32.6899,-0.759448,-1.6351,21.9953
-181.239,1,0.592406,2,7,0,182.108,5.29339,0.0270072,1.29941,18.6895,-7.12926,7.11122
-181.089,0.999632,0.592406,3,7,0,181.35,5.34594,0.0346159,-7.29694,4.51797,-0.99992,9.32083
-184.53,0.788787,0.592406,2,3,0,184.889,5.56926,0.102279,0.557319,-12.0494,21.4822,19.4442
-187.704,0.864528,0.592406,2,3,0,188.774,5.68951,0.0907933,15.4941,-6.95324,34.2985,10.2187
-181.654,0.944285,0.592406,2,3,0,189.158,5.43742,-0.0510078,43.3907,4.71509,11.2523,-13.2976
-180.996,0.943331,0.592406,2,7,0,182.689,5.38433,0.0141893,-12.3747,20.9905,3.54098,4.37886
-181.449,0.949862,0.592406,1,3,0,181.704,5.41666,0.0483492,-4.84958,-8.10806,6.91209,12.0507
-182.052,0.902494,0.592406,2,3,0,182.996,5.31571,0.0913475,-6.57139,-17.7023,-3.98579,21.6459
-183.364,0.93848,0.592406,2,3,0,183.959,5.24466,0.123627,12.0303,-2.99705,-10.5525,27.1359
-183.941,0.949095,0.592406,3,7,0,186.621,5.13652,0.0551211,15.9622,26.0174,-23.9947,8.77329
-182.521,0.976561,0.592406,3,7,0,185.589,5.2742,-0.0962878,-25.2763,14.7827,-11.9762,-26.3881
-182.254,0.997904,0.592406,3,7,0,183.402,5.33742,0.102886,16.0235,7.298,-1.72464,24.1403
-181.833,1,0.592406,1,1,0,182.224,5.33362,0.0835122,-0.161723,-12.5808,-2.18707,20.115
-182.032,0.973364,0.592406,3,7,0,183.05,5.4076,-0.0874936,-11.5997,-14.0176,7.74164,-23.2058
-182.767,0.908355,0.592406,3,7,0,184.717,5.31987,0.120928,22.1077,-2.60054,-3.35635,27.651
-182.89,0.974592,0.592406,3,7,0,184.818,5.17913,0.0407447,-14.6513,20.8971,-19.8708,7.26224
-182.447,1,0.592406,2,3,0,182.962,5.19633,0.0180118,-9.22475,8.49382,-18.7564,2.43964
-182.753,0.993273,0.592406,3,7,0,183.113,5.18615,-0.0204775,-4.21372,10.8375,-21.5576,-7.83257
-181.151,0.910687,0.592406,1,3,0,184.187,5.29905,0.0191768,26.0314,11.98,-6.57327,5.32004
-181.038,0.989548,0.592406,3,7,0,181.581,5.37458,-0.0332941,11.7183,0.170016,2.61289,-7.62274
-181.33,0.986237,0.592406,2,7,0,181.369,5.38182,0.0525515,2.82617,-1.81581,3.00211,13.3438
-181.347,0.983324,0.592406,3,7,0,182.268,5.30288,-0.0491521,15.2157,-1.3877,-7.01564,-12.2199
-180.961,0.953155,0.592406,3,7,0,182.343,5.36649,0.0161889,10.0623,19.9429,1.40597,4.95027
-181.214,0.982849,0.592406,2,3,0,181.287,5.41747,-0.0251363,1.37989,-5.16767,8.10923,-5.92665
-180.991,0.999303,0.592406,3,7,0,181.281,5.33424,0.0188131,8.45746,-1.66765,-2.41599,5.54867
-181.058,0.987904,0.592406,2,5,0,181.211,5.37545,-0.0355194,3.57613,-6.43515,2.73949,-8.22099
-181.094,0.962088,0.592406,3,7,0,181.935,5.40254,0.0171899,-11.3605,11.5797,5.68068,4.93636
-181.12,0.976638,0.592406,3,7,0,181.752,5.34943,0.0381353,-9.25221,-10.8897,-0.596045,10.1416
-181.877,0.963899,0.592406,2,3,0,181.929,5.28263,-0.0719923,-3.42262,1.49435,-10.2133,-19.0077
-181.35,0.99751,0.592406,3,7,0,182.175,5.4048,-0.0502994,-7.29442,-15.7695,6.80739,-12.5132
-183.264,0.868248,0.592406,2,3,0,183.563,5.3491,-0.135163,-6.99706,6.53279,-0.895582,-37.62
-181.621,0.993174,0.592406,2,3,0,183.497,5.38322,-0.0748378,-1.72198,-27.4855,4.07153,-19.209
-181.099,0.993924,0.592406,2,3,0,181.847,5.34334,-0.0422839,-8.05976,14.0909,-1.51407,-10.0011
-181.435,0.977715,0.592406,2,7,0,181.577,5.28051,-0.0400607,-1.6487,7.28112,-9.86482,-10.1139
-181.221,0.980129,0.592406,3,7,0,182.338,5.37754,0.0448565,16.4248,4.47753,2.56776,11.6272
-182.807,0.940296,0.592406,3,7,0,182.84,5.36264,0.124323,-2.34154,-2.17674,0.764131,28.4242
-183.421,0.992946,0.592406,3,7,0,183.447,5.371,0.144276,-1.33738,2.72045,1.5036,32.2115
-182.279,1,0.592406,3,7,0,183.566,5.30988,-0.0997278,2.5291,-22.6071,-6.71133,-26.7667
-181.723,0.861165,0.592406,2,7,0,184.732,5.43962,-0.0542136,1.357,34.867,11.6253,-14.2402
-184.459,0.77926,0.592406,2,3,0,185.217,5.46281,-0.141502,-0.271771,-17.5182,17.6179,-41.5971
-180.951,1,0.592406,2,3,0,184.089,5.35532,-0.0235298,-14.6069,30.4831,0.083519,-4.99817
-181.059,0.936731,0.592406,3,7,0,182.26,5.31293,0.016757,-12.2206,15.7231,-4.95616,4.8972
-181.934,0.963201,0.592406,3,7,0,182.22,5.48307,-0.00856608,8.35643,1.95054,16.0397,-3.20821
-181.189,0.99338,0.592406,2,3,0,182.193,5.42007,-0.01535,-15.8923,-1.30544,8.2816,-3.42206
-183.128,0.931671,0.592406,3,7,0,183.175,5.54126,-0.0160301,0.0863871,4.37926,23.6589,-7.465
-182.166,0.922538,0.592406,2,3,0,184.895,5.49061,0.037574,25.6794,-6.97748,15.4857,7.91291
-182.058,0.945108,0.592406,2,3,0,183.446,5.48912,0.0242737,-17.9275,-6.8761,15.7292,4.78861
-181.548,0.913338,0.592406,2,3,0,183.654,5.39204,0.0649817,-21.9035,9.16813,4.03103,16.0289
-181.52,0.962605,0.592406,2,7,0,183.312,5.287,0.0508324,-20.1847,-8.54883,-7.507,12.5317
-181.044,1,0.592406,2,3,0,181.492,5.31069,0.010233,-6.32337,10.8357,-5.29129,3.28986
-181.434,0.956885,0.592406,2,3,0,181.704,5.28478,-0.0438787,8.0365,2.39491,-9.36804,-11.0705
-181.411,0.992312,0.592406,3,7,0,182.064,5.33863,0.0601028,12.594,-3.23246,-1.74612,15.0785
-181.504,0.986351,0.592406,2,7,0,182.051,5.45208,0.0125325,-0.364264,14.8696,11.6659,2.94715
-183.002,0.884092,0.592406,3,7,0,184.671,5.26617,-0.109546,-5.88543,-24.9141,-13.5249,-30.6725
-182.733,1,0.592406,3,7,0,183.528,5.32013,-0.117288,-13.0982,-6.85484,-5.36054,-32.0778
-181.726,0.833012,0.592406,2,3,0,185.623,5.44857,-0.0461859,1.00894,-39.7133,12.6459,-12.2311
-182.272,0.981418,0.592406,3,7,0,182.496,5.27662,0.0907079,-7.21056,-2.70319,-7.99595,21.0449
-182.094,1,0.592406,3,7,0,183.111,5.25066,-0.062059,12.2666,-13.077,-14.4578,-16.9488
-182.182,1,0.592406,3,7,0,183.048,5.22022,0.0422482,6.66277,16.7178,-15.173,9.0532
-182.102,1,0.592406,1,1,0,182.238,5.22434,0.0400886,5.2534,-3.30699,-14.7722,8.67221
-181.239,0.985391,0.592406,2,7,0,182.866,5.41075,0.0316695,-19.4263,7.36978,6.46442,8.28062
-183.296,0.863352,0.592406,2,3,0,183.312,5.43975,0.129469,-1.73687,1.38711,8.06768,28.7409
-182.673,1,0.592406,3,7,0,183.768,5.24447,-0.0857361,0.303824,21.0599,-16.0601,-24.0444
-181.176,0.971,0.592406,2,3,0,183.126,5.29664,-0.0251211,13.3495,22.4534,-7.49178,-5.84817
-181.173,0.981118,0.592406,2,7,0,181.68,5.42094,-0.00302143,-10.6441,-4.83908,8.18684,-0.296448
-181.673,0.968853,0.592406,2,3,0,181.725,5.46228,-0.0196948,-3.61419,0.0155673,13.7448,-5.47862
-181.141,1,0.592406,2,3,0,181.661,5.41658,-0.00630894,-11.0283,3.98115,7.69861,-1.05683
-181.162,0.986367,0.592406,3,7,0,181.494,5.34823,-0.0486068,-7.80482,6.07897,-0.870973,-11.7129
-181.192,0.998238,0.592406,3,7,0,181.411,5.41916,0.0143449,1.01136,-9.32928,7.69545,4.0258
-181.304,0.966636,0.592406,2,5,0,181.925,5.27395,0.000743566,-12.21,-3.51176,-9.89734,0.387121
-181.109,0.947956,0.592406,2,7,0,182.41,5.35075,0.0370678,16.5161,9.48604,-0.446705,9.89634
-181.164,0.994632,0.592406,1,1,0,181.174,5.34461,0.0418988,-0.972419,-1.60641,-1.13526,10.9988
-182.207,0.948063,0.592406,2,3,0,182.387,5.21535,-0.0245075,4.77761,-6.04169,-17.9653,-7.75323
-181.299,0.999923,0.592406,3,7,0,182.392,5.30952,0.0442141,-15.4763,-7.65859,-5.07543,11.3106
-182.295,0.940138,0.592406,2,3,0,182.564,5.30435,-0.0988502,-8.20895,-0.910915,-7.52832,-26.5786
-181.13,0.997002,0.592406,2,7,0,182.607,5.41532,3.63957e-05,-9.36681,-21.3954,7.44783,0.55788
-181.35,0.955548,0.592406,2,3,0,181.791,5.38907,-0.0570609,9.34096,-6.23498,4.73402,-14.2083
-182.514,0.916167,0.592406,3,7,0,183.253,5.21086,-0.0454686,-10.4597,11.134,-19.3373,-13.6268
-181.982,0.978873,0.592406,2,7,0,183.377,5.31815,-0.0899401,17.9603,6.92298,-5.36646,-23.7189
-181.683,0.999868,0.592406,2,7,0,182.183,5.28952,-0.0648885,3.41023,-13.5515,-9.10683,-16.8387
-183.656,0.810117,0.592406,2,3,0,185.186,5.14569,0.046616,-13.7655,-17.7766,-23.3803,7.20678
-181.098,1,0.592406,2,3,0,183.682,5.34586,0.0356215,23.7013,-12.0982,-1.0071,9.55419
-181.184,0.99189,0.592406,2,3,0,181.289,5.37364,0.0423506,2.13133,-5.94495,2.14134,11.0731
-182.641,0.822468,0.592406,2,5,0,185.253,5.51918,0.0355718,25.4731,-4.23086,18.8161,6.46026
-181.084,0.928437,0.592406,2,7,0,185.766,5.38484,-0.0348634,-29.8348,-21.6763,3.97235,-8.10866
-181.284,0.943371,0.592406,3,7,0,182.411,5.33603,0.0507044,-16.2862,5.60738,-2.06832,12.9716
-181.414,0.943768,0.592406,2,3,0,182.54,5.26441,0.00889536,-12.0521,-14.9482,-10.8875,2.21412
-181.149,0.980293,0.592406,3,7,0,182.03,5.39944,0.0286398,-8.79551,15.2624,5.19252,7.69996
-180.919,0.965006,0.592406,2,5,0,181.87,5.33881,-0.00671575,12.3492,11.8745,-1.97307,-0.714676
-181.005,0.990377,0.592406,2,3,0,181.051,5.36352,-0.0316291,1.7146,3.73808,1.15835,-7.13882
-180.907,0.986791,0.592406,1,3,0,181.183,5.36134,8.12222e-05,0.707663,-10.5396,0.819704,1.01476
-182.04,0.821473,0.592406,1,3,0,183.624,5.43758,-0.0742081,-12.7657,19.5045,11.8085,-19.889
-181.368,0.994501,0.592406,2,3,0,182.268,5.36972,-0.0627307,-10.5326,13.6623,2.09461,-15.6676
-180.991,0.967103,0.592406,2,3,0,181.837,5.35343,-0.0303118,2.01899,-18.34,-0.161444,-6.77992
-181.227,0.901949,0.592406,1,3,0,182.474,5.41135,0.0296945,-10.4132,-18.2001,6.55982,7.80863
-182.155,0.960283,0.592406,3,7,0,182.333,5.32391,-0.0980484,-6.05436,3.66683,-4.59391,-26.0985
-181.694,0.999884,0.592406,3,7,0,182.313,5.3945,0.0730336,0.664992,15.8025,4.22799,17.7592
-181.139,0.998289,0.592406,2,7,0,181.806,5.32725,0.0358828,6.47653,14.2435,-3.13427,9.53782
-181.316,0.989148,0.592406,3,7,0,181.583,5.43386,0.0138371,-1.81137,10.1389,9.45996,3.65027
-180.937,0.999997,0.592406,2,7,0,181.322,5.37353,-0.0141056,9.28848,4.20733,2.38274,-2.60691
-181.1,0.985311,0.592406,2,5,0,181.221,5.29836,0.00136731,5.14062,-2.61276,-6.89571,0.952201
-181.171,0.977061,0.592406,2,3,0,181.48,5.29137,-0.0151057,-8.78271,-1.17017,-8.01013,-3.32472
-181.887,0.90376,0.592406,3,7,0,183.184,5.38164,0.0854491,-6.26727,21.5012,2.7923,20.4935
-181.782,0.997763,0.592406,3,7,0,182.666,5.4736,-0.00599545,-4.98719,-17.839,14.7807,-2.25754
-181.812,0.984738,0.592406,2,5,0,182.337,5.23303,0.00600339,-11.519,0.272387,-14.7582,0.693161
-181.073,0.99999,0.592406,2,7,0,181.823,5.30958,-0.0219178,-13.6268,2.47626,-5.78479,-4.83873
-181.189,0.985322,0.592406,3,7,0,181.52,5.41895,0.0140969,7.93953,5.756,7.67397,3.96878
-181.465,0.968177,0.592406,3,7,0,182.174,5.26209,-0.0163116,12.5523,-5.8897,-11.7444,-4.21408
-184.032,0.822971,0.592406,2,3,0,184.706,5.14818,0.0839214,12.9215,2.33417,-21.4427,15.8263
-182.499,0.974261,0.592406,2,7,0,184.957,5.51443,-0.00863065,20.6325,-17.699,19.9599,-4.35252
-181.407,0.993226,0.592406,3,7,0,183.085,5.42982,0.03445,20.5703,-1.34497,8.61484,8.64442
-182.153,0.901197,0.592406,3,7,0,183.903,5.21969,-0.0273666,17.3663,-15.0145,-17.506,-8.36313
-182.153,0.948734,0.592406,1,1,0,182.571,5.21969,-0.0273666,8.89131,6.52673,-17.506,-8.36313
-181.152,0.998829,0.592406,2,7,0,182.413,5.34421,0.0407196,16.7559,7.80879,-1.18331,10.7274
-182.026,0.951946,0.592406,2,3,0,182.116,5.39586,0.0897055,-3.70193,3.82787,4.22883,21.2854
-180.994,0.963833,0.592406,1,3,0,182.726,5.3737,0.0198878,5.39382,25.5888,2.24562,5.81278
