# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=269645765
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df1_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,aux_unscaled,p_gamma.1,p_z_beta.1,p_z_beta.2,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_z_beta.2,g_aux_unscaled
-185.95,0.871315,0.500102,3,7,0,187.874,5.21165,-0.0704615,-0.072013,0.116901,2.26818,39.8149,-17.7952,-11.6687,-13.9054,-14.2729,-15.8764,23.9599
-184.853,0.982806,0.500102,2,7,0,187.013,5.20744,-0.0358573,-0.0181578,0.0940758,7.32074,25.4273,30.1215,-17.5583,-14.9821,-9.23218,7.38508,20.4101
-184.556,0.998725,0.500102,3,7,0,186.644,5.36889,0.0515747,0.0388803,-0.00950196,16.3451,3.30951,-5.1822,-20.6711,1.77965,36.2368,21.1477,-5.00868
-183.761,0.992725,0.500102,3,7,0,185.432,5.38715,-0.0788218,-0.0725961,0.0333605,10.536,16.4557,31.6236,3.76579,3.73119,-22.7227,-16.273,7.34873
-183.398,0.970552,0.500102,3,7,0,185.248,5.41409,-0.0068758,-0.00767809,-0.0686816,10.9862,-36.4893,-10.763,1.36233,8.37023,8.5672,7.22941,-17.543
-183.694,0.933953,0.500102,3,7,0,184.922,5.26179,-0.0415932,-0.00326309,-0.0417496,11.8729,11.1851,9.0066,-14.3141,-12.3967,-22.9464,24.5721,-11.3773
-182.829,1,0.500102,2,3,0,183.732,5.3218,-0.0333642,-0.0207,-0.0458626,-9.83272,-12.568,17.1364,-4.75712,-4.42342,-9.04851,6.60054,-10.6814
-183.317,0.953471,0.500102,2,3,0,183.715,5.29083,-0.0239257,-0.0254626,-0.0694893,-5.56775,-7.72298,4.96483,-9.91959,-9.00574,0.960046,-1.34797,-17.5821
-184.318,0.977507,0.500102,3,7,0,185.218,5.32184,-0.0712237,-0.0714457,-0.0784113,-6.49999,18.7283,17.3297,-8.52169,-4.71452,-21.9982,-22.5838,-21.8131
-184.778,0.920995,0.500102,2,7,0,187.216,5.30162,0.00566635,-0.0324593,0.117772,3.38233,17.5206,32.3063,26.0791,-5.14868,20.8537,-13.8987,26.511
-185.456,0.946778,0.500102,3,7,0,187.959,5.1668,-0.0406414,-0.016169,0.0851607,-12.2601,14.5644,-5.33707,29.6892,-19.461,-13.1515,10.3167,16.9654
-186.457,0.981703,0.500102,3,7,0,187.683,5.25795,-0.0742991,-0.0085238,0.142418,15.4667,-3.79705,-6.69957,2.55862,-8.93674,-33.5187,23.0523,29.3554
-186.681,0.9833,0.500102,3,7,0,188.201,5.20227,-0.0996817,-0.0241038,0.0940237,1.49169,9.53629,-22.1206,-23.8007,-15.5096,-48.4542,23.1763,16.7505
-185.732,1,0.500102,2,3,0,186.809,5.20903,-0.0845529,-0.039406,0.0951482,-5.0888,-25.8498,19.7459,4.09922,-14.7886,-33.9452,8.66577,18.929
-186.434,0.971136,0.500102,2,3,0,186.771,5.19986,-0.103203,-0.036798,0.0808865,-2.15778,9.38515,1.13578,11.5271,-16.1734,-48.0614,16.5237,13.9434
-183.975,0.97284,0.500102,3,7,0,187.972,5.38705,-0.0315551,-0.0454091,0.0998102,20.2,47.1653,-3.27693,-6.15617,3.25812,1.88642,-11.3315,23.6048
-184.089,0.823871,0.500102,3,7,0,188.803,5.41013,0.00395488,-0.00646914,-0.0952187,-10.1632,-43.4036,52.2179,-10.5569,8.23695,18.6575,3.89873,-25.5799
-184.198,0.969648,0.500102,3,7,0,185.505,5.35072,0.0436887,-0.00192084,-0.0401876,-7.09951,-0.440811,6.95447,23.974,-0.525325,48.2959,-8.65461,-11.9952
-184.876,0.917624,0.500102,3,7,0,186.543,5.34523,-0.0589791,-0.107604,0.0592387,9.2632,-26.127,27.3071,-1.93986,-1.02988,3.63296,-46.1278,11.6209
-183.655,1,0.500102,3,7,0,185.205,5.4246,-0.0774638,-0.045809,0.00880358,0.667409,8.87782,36.2517,-13.7483,8.43728,-32.5892,2.84107,1.39217
-184.019,0.959994,0.500102,2,3,0,184.47,5.40075,-0.0857521,-0.0305524,0.0271893,5.7958,-17.6104,-0.491825,-3.20172,5.35925,-42.8663,16.8616,5.28077
-183.857,1,0.500102,3,7,0,184.442,5.31904,0.0327817,-0.0239203,0.0162188,3.02863,-9.83729,-11.1465,14.0122,-4.23498,42.8535,-20.3426,2.84255
-185.456,0.92471,0.500102,3,7,0,187.233,5.55579,-0.0537955,-0.0130267,0.0130236,10.4493,36.3722,-10.3867,-0.501396,24.0627,-26.2674,19.0496,-1.14879
-183.713,0.982593,0.500102,2,7,0,186.562,5.43059,-0.0324576,0.0108544,-0.0422335,-20.6399,25.6305,-3.13904,-10.5717,10.1438,-20.953,32.8283,-11.5379
-188.263,0.655058,0.500102,3,7,0,190.194,5.42252,0.0800414,-0.0524303,0.0210549,5.5035,-30.7991,15.8868,-20.4042,7.98856,87.7429,-58.1657,-4.74626
-183.006,1,0.500102,2,7,0,188.13,5.35024,-0.00794935,-0.00304367,0.049451,8.36221,65.5807,-34.1995,-3.28786,-0.492891,4.45119,9.32529,12.8877
-183.615,0.943896,0.500102,3,7,0,185.194,5.35116,-0.0220529,-0.0299206,0.0906201,0.279429,-17.006,-29.7628,17.7058,-0.35964,3.28252,-4.45176,22.0145
-183.928,0.882891,0.500102,3,7,0,186.513,5.32166,-0.0334743,0.0172504,0.0671108,-5.1851,-8.20423,46.4248,-17.1254,-3.54513,-19.608,31.0524,15.4817
-186.515,0.892566,0.500102,2,3,0,187.385,5.25223,-0.00495612,0.0292437,0.15429,-1.7913,-21.5627,21.1055,5.8885,-9.24291,-3.48134,25.1566,32.2207
-183.196,0.990645,0.500102,3,7,0,187.557,5.40483,-0.0391001,-0.0359966,0.0581008,-8.18919,-3.76254,34.3288,41.1171,5.48527,-6.26828,-3.31809,14.6843
-186.243,0.839154,0.500102,3,7,0,187.851,5.35028,0.0719508,-0.0163235,-0.0381869,5.34629,8.684,-36.0921,12.3285,-0.581381,77.539,-31.9969,-15.5793
-185.701,1,0.500102,3,7,0,188.143,5.34684,-0.0326384,0.0514936,0.0923931,-2.5076,17.9489,49.2055,-3.64655,-0.798938,-28.6615,51.3597,18.2896
-185.932,0.996645,0.500102,3,7,0,187.83,5.45382,0.0326483,0.0540209,0.100153,-7.22369,-37.511,18.7622,7.97474,9.96783,12.4903,32.3556,19.7801
-186.13,0.99709,0.500102,3,7,0,187.144,5.49431,0.0273429,0.0320364,0.116772,4.93879,-9.90881,-30.0931,3.47878,13.581,15.2782,19.3462,23.5594
-187.606,0.953989,0.500102,2,3,0,187.917,5.53928,0.0223776,0.0490718,0.133685,4.91482,-7.44469,12.0097,3.31793,17.3583,6.98454,30.2355,24.8631
-183.346,0.966395,0.500102,3,7,0,190.119,5.39193,-0.00789256,-0.012312,-0.0760191,26.6336,3.47126,54.1429,20.7757,5.32618,9.7765,3.58983,-19.2806
-185.776,0.897079,0.500102,3,7,0,186.14,5.48218,0.0390408,-0.0092732,-0.0743179,1.09152,4.22923,8.07346,12.703,18.1644,50.6847,-13.8843,-23.7087
-186.1,1,0.500102,3,7,0,187.412,5.27885,-0.0957899,-0.0386584,0.126682,14.7267,12.8836,11.4024,-0.142553,-7.22845,-38.8616,11.8191,26.1175
-185.433,0.987817,0.500102,3,7,0,187.439,5.41587,0.0420833,-0.020528,-0.0811633,-13.2573,-0.276166,-15.5953,23.0273,8.83825,59.0695,-25.6739,-24.7416
-186.879,0.960796,0.500102,2,3,0,187.653,5.48013,0.0396747,-0.0164697,-0.108075,-8.44483,17.3034,-10.1822,6.57591,19.1192,58.1457,-22.0754,-34.3789
-185.15,0.944213,0.500102,3,7,0,189.082,5.40909,0.00734222,-0.0636532,-0.0800267,-13.5047,-48.9242,-0.355014,23.2767,7.84079,46.0748,-49.7598,-23.8883
-184.499,0.965363,0.500102,2,7,0,188.657,5.40771,0.0528583,0.00753698,0.0273274,3.77245,0.447264,-50.9832,-32.0896,6.16796,45.6175,-3.83246,4.34926
-184.366,0.999444,0.500102,3,7,0,185.612,5.24585,-0.0202268,0.0228967,0.0596924,-0.150093,-30.3553,-18.2511,-9.28205,-11.8604,-12.6344,31.0448,12.7429
-183.897,0.944146,0.500102,2,7,0,187.359,5.37092,-0.00627335,0.0340902,0.0544525,-25.2932,-17.708,-4.22689,6.04549,1.79058,-6.77855,34.5213,12.3628
-183.523,0.96555,0.500102,3,7,0,185.615,5.37309,-0.0104536,-0.00451382,0.0812977,-0.0348789,-5.5443,-46.4906,10.1707,1.92337,2.9874,8.56927,19.8531
-183.577,0.989041,0.500102,3,7,0,184.333,5.37844,-0.0442099,-0.0555467,-0.0779456,4.64019,15.2145,-3.75343,15.7005,3.41044,-4.375,-19.8563,-20.2214
-183.578,0.988491,0.500102,3,7,0,184.72,5.33875,-0.0178841,-0.0347686,0.0857476,-5.99381,-29.4828,-15.1514,-2.44084,-1.64698,7.55547,-8.96755,20.8644
-183.729,0.982924,0.500102,3,7,0,184.876,5.42001,0.0133235,0.0154956,-0.0513648,3.204,19.0575,-16.0117,17.7198,8.89034,16.1185,18.6064,-13.8624
-184.816,0.901267,0.500102,3,7,0,186.356,5.1957,-0.0698206,-0.0608831,0.036386,3.81357,2.94912,-35.9489,13.7794,-18.1519,-20.1302,-10.8274,5.99845
-187.305,0.908325,0.500102,3,7,0,189.974,5.487,0.0753843,0.0680822,0.0605704,-10.4306,10.9399,7.2837,33.4932,14.3986,38.2806,30.6424,7.095
-187.852,0.946355,0.500102,3,7,0,189.996,5.18919,-0.10931,-0.126175,-0.00455784,3.37197,-24.2041,-22.6424,25.2739,-20.5056,-28.3276,-48.0951,-10.3317
-185.217,1,0.500102,2,3,0,188.472,5.29977,-0.115862,-0.0674783,-0.00512855,17.1442,22.2782,39.7046,3.53946,-6.81096,-55.4913,0.322832,-5.21945
-182.748,1,0.500102,3,7,0,185.359,5.31728,-0.0140188,-0.0342578,0.014065,-6.23003,-50.0204,-16.4035,-2.06441,-4.46391,11.4551,-11.353,4.51907
-183.554,0.954362,0.500102,2,7,0,184.576,5.38539,-0.0223528,-0.000665697,-0.0814694,-6.03032,3.35069,-13.2646,19.6182,4.44002,-8.40466,20.5766,-21.0623
-186.162,0.820413,0.500102,3,7,0,187.64,5.29697,0.0752835,0.00195577,0.0745323,-3.09609,-3.33007,11.1267,27.2182,-6.10506,58.2911,-14.3842,12.8815
-184.266,0.996552,0.500102,3,7,0,187.006,5.41759,-0.0782449,-0.0373219,-0.0636897,3.25395,-5.8338,-54.0892,7.94717,8.77531,-41.9257,11.1,-18.0208
-184.495,0.99994,0.500102,3,7,0,184.863,5.28668,0.0348847,0.0137859,0.0771758,-0.682379,13.9381,-12.9824,5.33095,-7.15588,27.3525,6.40135,16.8768
-184.382,0.998778,0.500102,3,7,0,186.064,5.40064,0.00778208,0.0250318,-0.0853484,-4.98029,33.7017,21.4951,9.79013,6.69522,7.95634,31.1275,-23.6901
-183.849,1,0.500102,2,3,0,184.606,5.38486,-0.000701849,0.00823532,-0.0873384,-4.35148,-11.6287,-24.1667,4.66064,4.41488,7.56852,19.4802,-23.1255
-184.159,0.963544,0.500102,3,7,0,186.183,5.44553,-0.0501167,-0.0611099,-0.0720463,-0.310931,26.6268,33.7833,-15.2514,12.8851,-7.23415,-22.079,-19.902
-185.721,0.905287,0.500102,3,7,0,187.704,5.16691,0.00620007,-0.0179311,0.0939854,-11.5231,23.913,17.3428,-18.0598,-19.1099,17.7476,-5.3939,18.6515
-184.467,0.98797,0.500102,3,7,0,187.928,5.37865,0.00959396,0.0542471,-0.0180497,-20.9755,-8.12968,29.2988,17.1101,3.05365,-2.82137,50.0173,-6.97737
-184.924,0.986503,0.500102,3,7,0,186.415,5.39086,-0.110961,-0.0752382,0.0381726,8.41099,8.24767,35.1966,2.37959,4.11848,-44.7072,-6.97318,6.23719
-184.125,0.996614,0.500102,2,3,0,185.221,5.38759,-0.0882726,-0.0693442,0.0505577,-1.58661,33.458,9.34051,4.247,3.65506,-29.6767,-10.2759,10.94
-183.331,0.968153,0.500102,2,7,0,186.11,5.34285,-0.0639421,-0.033512,0.0491553,-8.87923,34.0956,39.4829,-3.83344,-1.31496,-24.6907,6.72171,12.1688
-186.792,0.846827,0.500102,2,7,0,187.795,5.47198,-0.0677784,0.0355744,0.0854079,8.6456,20.8628,16.7698,3.01129,12.1464,-47.0792,52.6524,14.3567
-183.767,0.994828,0.500102,3,7,0,189.995,5.3562,-0.0836289,-0.0743253,-0.0113877,-13.9148,9.92533,-66.0703,-28.1225,0.192577,-28.0027,-17.3384,-3.89631
-184.486,0.948681,0.500102,3,7,0,185.683,5.2182,-0.0622937,-0.0303459,0.0615318,-0.0614713,-33.2277,-12.4989,-7.479,-14.8193,-23.9957,8.18869,12.9697
-184.457,0.940231,0.500102,3,7,0,187.273,5.203,-0.0102575,-0.0311044,0.0649481,-0.961792,-56.7456,-1.46256,1.54517,-16.3581,11.8819,-9.33361,13.8821
-184.917,0.989378,0.500102,3,7,0,185.241,5.50403,-0.0688662,-0.0389677,-0.048794,1.2389,-0.307627,13.9337,-9.10901,20.2182,-32.0014,5.5301,-15.5841
-184.373,0.986209,0.500102,3,7,0,186.07,5.4808,-0.047926,-0.0694002,-0.0401946,-8.97637,24.4351,-27.8162,7.93382,16.7837,-1.6164,-28.5717,-12.3398
-183.193,1,0.500102,2,3,0,184.464,5.39259,-0.0473173,-0.0565694,-0.0479033,13.6943,-2.37766,-19.211,-4.38945,5.12504,-6.35846,-18.3065,-11.9169
-182.919,0.993372,0.500102,3,7,0,183.719,5.301,-0.0222847,-0.0364401,-0.0404223,7.31986,-12.1127,-18.9871,-7.45403,-7.14482,6.69941,-11.1681,-9.49549
-183.939,0.917333,0.500102,3,7,0,184.371,5.3523,-0.0742999,-0.0107582,-0.0301995,-6.46712,11.6145,-3.27772,-7.55967,-0.30869,-46.4289,30.7194,-8.96767
-183.735,0.994657,0.500102,3,7,0,184.627,5.36232,0.0152996,-0.0476704,-0.0179255,-3.06155,0.0114373,17.162,18.2452,0.974507,40.9497,-34.1597,-5.48197
-184.416,0.961829,0.500102,3,7,0,186.589,5.32995,-0.0555126,-0.0957221,-0.044888,2.1654,49.6074,2.04363,1.32052,-3.3192,2.60924,-48.1042,-13.5995
-185.672,0.964012,0.500102,3,7,0,186.623,5.39128,-0.0609756,-0.11991,-0.0349081,-11.416,8.1775,11.5065,-9.02764,4.8208,7.63129,-65.1081,-13.6017
-184.854,0.959877,0.500102,3,7,0,188.305,5.45424,-0.000615097,0.042216,0.0678476,11.3798,-3.72235,-55.6713,-7.96431,10.6775,-5.39662,37.2838,13.8151
-183.875,0.997793,0.500102,3,7,0,185.572,5.43183,0.00953014,-0.0452629,0.0358566,-10.1654,-13.5981,-27.2874,-14.7358,8.82085,31.7763,-26.95,7.73802
-183.772,0.93814,0.500102,3,7,0,185.488,5.28091,-0.0132942,-0.0646505,-0.0224003,-1.23249,-35.9507,25.8425,1.03587,-9.47169,24.7001,-37.1544,-6.67602
-183.377,1,0.500102,3,7,0,184.291,5.31476,-0.0447002,-0.00858552,-0.0579167,9.36715,-7.31189,21.7525,4.06152,-5.50136,-24.1893,22.0368,-14.8006
-184.177,0.988512,0.500102,3,7,0,184.542,5.42037,-0.00556963,-0.0477424,-0.0816217,-2.87693,-4.04851,2.04413,-13.1666,9.49669,27.4801,-29.747,-22.3436
-183.312,0.938655,0.500102,3,7,0,185.611,5.36238,-0.0354123,-0.00197325,0.0597249,10.0855,25.3425,-27.1235,-18.4678,0.84103,-14.9067,18.9121,14.8569
-185.319,0.93956,0.500102,2,7,0,186.383,5.38354,-0.107241,-0.0924647,0.0715534,0.660192,1.32424,31.7476,10.1665,3.07371,-33.7873,-19.3111,13.8338
-182.995,0.97292,0.500102,3,7,0,186.5,5.41184,-0.00269147,0.00565841,-0.00781159,-7.39925,55.0834,11.3638,-16.5073,7.13092,5.85808,15.3353,-1.467
-183.291,0.985462,0.500102,3,7,0,183.66,5.25345,-0.00926938,-0.00170429,0.00173609,-5.22937,-4.3213,-15.6707,1.82567,-12.3856,3.38183,11.783,0.33951
-184.094,0.915844,0.500102,2,3,0,185.111,5.27641,0.00782804,0.0285727,-0.0491434,-12.8451,-6.04034,14.5204,-0.057952,-10.6012,5.99153,31.9672,-14.0347
-184.116,0.985036,0.500102,3,7,0,184.995,5.44209,-0.0207292,-0.0660529,0.0614146,2.65157,-22.5799,-21.0483,-2.98098,9.49545,16.2425,-29.9539,13.6796
-184.549,0.995337,0.500102,3,7,0,185.454,5.3227,-0.0911294,-0.0507336,-0.0645878,-9.05299,6.94852,19.5367,-8.64984,-4.46631,-47.7158,4.71728,-18.8089
-184.784,0.947549,0.500102,3,7,0,186.86,5.27599,-0.0943993,-0.0261447,0.0347331,-0.465309,26.292,2.33234,28.7681,-9.01325,-50.0113,22.7918,5.64652
-184.062,0.987053,0.500102,3,7,0,186.375,5.43216,-0.0794771,-0.0758853,-0.0106885,-13.6599,-26.0158,25.3074,12.0901,9.72121,-24.0812,-20.1242,-4.31036
-191.141,0.672201,0.500102,2,3,0,191.363,5.52825,-0.138104,-0.081978,-0.111181,2.16331,-3.23405,0.505173,10.3672,26.617,-83.411,-3.33075,-43.6553
-187.367,1,0.500102,2,3,0,192.142,5.44375,-0.0902991,-0.11524,-0.0945555,-18.3797,48.8265,2.70061,24.3361,13.2127,-20.9726,-55.8248,-31.9476
-192.814,0.639392,0.500102,2,3,0,195.099,5.46176,-0.0717336,-0.178475,-0.0821832,0.168326,-15.2647,42.5364,-16.9084,15.4962,24.1591,-120.405,-39.724
-189.152,1,0.500102,3,7,0,193.501,5.46783,-0.106418,-0.151289,-0.0497414,-2.58683,-35.2461,50.0709,24.3577,15.3481,-18.2287,-75.3404,-24.265
-187.388,0.983526,0.500102,2,3,0,190.79,5.54861,-0.100017,-0.0987422,-0.0258538,-4.18248,18.1577,53.9516,16.7391,25.0773,-32.6767,-31.3958,-14.7542
-185.113,0.982764,0.500102,3,7,0,189.703,5.20438,-0.0149593,-0.0357842,0.102735,-15.3127,61.3256,13.1777,-3.60874,-15.0316,9.45782,-10.1944,22.0662
-183.53,0.981635,0.500102,2,7,0,186.208,5.274,-0.0328364,-0.067489,0.0098831,-13.1995,15.8191,4.88563,29.971,-9.71236,9.31874,-29.8886,1.91174
-184.46,0.934808,0.500102,3,7,0,185.651,5.42816,-0.0315002,-0.0872061,0.0519042,-13.949,8.0448,-10.1866,-7.46448,8.13565,16.0917,-41.7252,10.6055
