# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=1020767514
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=df1_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,aux_unscaled,p_gamma.1,p_z_beta.1,p_aux_unscaled,g_gamma.1,g_z_beta.1,g_aux_unscaled
9.97311,0.956326,0.520978,2,3,0,-9.88369,0.520969,-0.0775223,0.099738,15.8224,-0.666213,0.932529,-1.16959,11.7129,15.6283
6.3887,0.912376,0.520978,3,7,0,-5.9229,0.544991,0.0405038,0.0155453,3.31939,-7.58864,-9.63797,32.9042,56.8981,-1.91363
6.7894,0.95126,0.520978,3,7,0,-2.92852,0.514232,-0.175409,0.235606,26.2814,46.975,14.0874,-7.09358,-14.1051,26.0724
10.3899,0.973867,0.520978,2,7,0,-3.87827,0.55255,-0.153957,-0.0571625,36.8728,16.6797,-36.8762,50.513,-16.1518,-2.82615
11.2929,0.885015,0.520978,2,7,0,-7.15423,0.513421,-0.139765,-0.0440449,106.753,-13.3372,-2.85321,-13.6907,-9.91148,0.583851
11.268,0.942016,0.520978,3,7,0,-9.46332,0.530111,-0.0958916,-0.0150629,-45.3649,27.7422,-5.56018,12.3998,7.63845,4.08589
11.2285,0.999036,0.520978,3,7,0,-11.0794,0.529609,-0.0853906,-0.0361333,4.57582,-4.77653,5.19592,12.1387,12.2148,1.415
9.23791,0.873876,0.520978,3,7,0,-7.51159,0.476215,-0.156367,0.0455536,69.9787,0.4394,-3.75677,-61.4693,-14.0087,7.50743
10.3375,0.99749,0.520978,3,7,0,-8.15031,0.520603,-0.0522233,0.034482,64.2779,7.15337,-13.0731,-1.83485,22.2368,8.31362
11.0293,0.996102,0.520978,3,7,0,-9.85449,0.531987,-0.118925,-0.125062,10.6694,29.1391,3.8102,18.9888,-1.57366,-9.89414
10.3258,0.963777,0.520978,3,7,0,-9.83333,0.490924,-0.155352,-0.0634264,7.56002,-3.51837,-10.4481,-51.8203,-16.9491,-3.72334
11.2458,1,0.520978,2,3,0,-10.3245,0.513955,-0.143618,-0.0330761,-45.4535,-11.6475,-3.32098,-12.5542,-11.247,1.83864
11.0462,0.966107,0.520978,3,7,0,-9.7291,0.530037,-0.0814823,-0.0927098,-8.50135,-19.4344,13.9411,14.3463,15.4565,-5.89875
11.1556,1,0.520978,3,7,0,-10.879,0.524211,-0.153695,-0.0316345,19.0246,6.29679,-4.96284,3.5645,-15.2507,1.83817
10.2531,0.970817,0.520978,3,7,0,-9.89721,0.553026,-0.112034,-0.121319,13.1207,-15.3211,0.113747,58.3056,1.73816,-10.9857
9.92984,0.996133,0.520978,3,7,0,-9.03191,0.504875,-0.123028,0.104885,-43.7766,0.774803,-7.64485,-20.3793,-2.28893,16.1867
10.3807,1,0.520978,2,3,0,-9.91264,0.505196,-0.124234,0.0746403,6.43578,-0.18075,-10.4092,-21.2396,-2.81471,13.36
9.78053,0.975819,0.520978,3,7,0,-8.89131,0.566767,-0.107018,0.0113089,-26.0539,-3.35368,12.3981,64.5282,3.15083,4.36429
10.4361,0.999547,0.520978,3,7,0,-8.92029,0.504343,-0.16676,-0.101569,63.0082,-11.2369,1.03616,-31.7244,-23.533,-8.18398
10.4008,0.99976,0.520978,3,7,0,-9.47465,0.540929,-0.0902956,-0.144129,20.8916,19.9666,8.06864,37.2768,12.7215,-13.4942
9.76877,0.951909,0.520978,2,3,0,-9.23875,0.546835,-0.124031,-0.176368,-20.3337,-13.1006,6.40668,52.1188,-4.46057,-18.701
11.1927,1,0.520978,3,7,0,-9.53984,0.53163,-0.146614,-0.0572668,-36.0361,-2.15878,16.9596,15.9966,-13.0602,-1.23891
9.03243,0.916695,0.520978,3,7,0,-8.72418,0.479441,-0.128587,0.103155,6.91129,13.0317,-4.28546,-50.9329,-3.99798,14.1858
9.41287,1,0.520978,1,1,0,-9.02851,0.484009,-0.13193,0.0906309,-25.0196,1.19292,6.36044,-46.6074,-5.1451,13.4018
9.7688,0.988085,0.520978,3,7,0,-7.95964,0.523167,-0.0336476,-0.101371,-53.5101,-4.70456,13.8748,2.21511,37.7455,-9.52209
7.72029,0.901809,0.520978,3,7,0,-6.04954,0.466364,-0.112905,0.1422,27.5612,-32.5361,4.1346,-61.6192,0.733447,16.3805
7.79461,0.999569,0.520978,3,7,0,-6.96047,0.458193,-0.105644,0.0937453,2.75847,-4.69981,13.8502,-77.8461,3.08435,10.5532
9.47202,0.999265,0.520978,3,7,0,-6.93131,0.502256,-0.143002,0.122516,75.7111,-5.42571,-11.4811,-22.6957,-8.09618,17.4518
9.28151,0.99108,0.520978,2,3,0,-8.75092,0.509083,-0.17393,0.118174,18.7597,-3.68405,-9.69332,-14.9522,-17.3533,16.5439
10.955,1,0.520978,2,3,0,-9.10615,0.502394,-0.146567,-0.0292667,-16.4031,-19.7935,17.3506,-30.5032,-12.3381,1.72721
11.121,0.950349,0.520978,3,7,0,-9.14846,0.540222,-0.102859,-0.0744682,12.7896,33.897,10.4991,31.2319,5.57497,-3.50482
10.2362,0.949154,0.520978,3,7,0,-9.68514,0.53399,-0.0457837,0.0120614,20.5133,-9.97874,-8.20074,17.3228,25.6228,5.35168
10.6055,0.988583,0.520978,3,7,0,-9.12759,0.548272,-0.13197,0.0238808,34.372,24.1609,8.96273,36.9672,-5.87571,7.56214
10.3789,0.976178,0.520978,3,7,0,-9.52369,0.485806,-0.100286,-0.0375036,-9.35362,-2.09038,13.9897,-57.3288,6.21284,-0.44522
9.55733,0.942688,0.520978,3,7,0,-8.58793,0.539428,-0.14982,0.116667,-51.4177,7.38999,-0.262563,20.4051,-10.2212,16.9024
11.1248,0.923232,0.520978,2,7,0,-5.31435,0.5415,-0.10816,-0.0251764,2.04614,-30.805,33.1638,30.2843,2.94589,2.55985
10.3138,0.941098,0.520978,2,7,0,-9.18997,0.490967,-0.071993,-0.0256311,56.0728,-6.18909,1.10073,-47.9895,17.2609,0.877729
10.439,0.994209,0.520978,2,3,0,-10.0287,0.495809,-0.0680872,-0.0152039,-30.4038,8.6737,-0.282875,-39.6528,18.417,2.4083
8.33519,0.906546,0.520978,3,7,0,-7.38925,0.480133,-0.210456,-0.00720955,38.9134,-18.4232,0.396413,-62.4396,-36.1821,-0.772453
7.43315,0.984434,0.520978,3,7,0,-5.6549,0.558566,-0.0479282,-0.191876,26.8552,26.124,12.6327,79.0868,37.3675,-25.2823
7.94409,0.908183,0.520978,2,3,0,-5.14864,0.555248,-0.0895552,-0.224081,53.1239,29.4072,-13.288,76.6983,15.3784,-28.1986
6.92246,0.971478,0.520978,3,7,0,-4.52863,0.506776,-0.0904121,-0.288089,66.4796,10.7795,-13.3113,-39.6699,16.9183,-38.0747
8.45899,1,0.520978,2,3,0,-6.94662,0.503634,-0.092169,-0.239081,2.45359,-5.04758,18.7839,-43.426,14.2658,-29.007
10.5084,0.96203,0.520978,2,3,0,-7.54037,0.524216,-0.09731,-0.166359,-56.8104,6.40427,-20.8295,4.6747,9.6282,-16.0037
10.6619,0.999582,0.520978,3,7,0,-10.2471,0.521536,-0.12248,0.0672287,-9.67756,-13.6903,5.894,-0.517257,-2.27824,13.0076
9.80962,0.945055,0.520978,2,3,0,-9.28638,0.525441,-0.0850646,0.114117,1.32769,4.58277,-10.8819,4.10789,9.11992,17.0761
11.1434,0.994749,0.520978,2,7,0,-9.55402,0.529069,-0.13531,-0.106993,-5.6493,-10.9459,-18.4551,12.9976,-9.14896,-7.44552
11.03,0.97196,0.520978,3,7,0,-10.4049,0.532372,-0.0743602,-0.0524263,-4.54195,17.1284,7.67106,17.0551,17.227,-0.985604
11.0341,0.988739,0.520978,3,7,0,-10.3862,0.526047,-0.102074,0.0308191,-19.8007,-19.1898,-3.38761,5.6886,4.77445,9.26372
10.6623,0.989005,0.520978,2,7,0,-10.5589,0.540678,-0.095764,0.0419051,9.47955,-1.06941,-4.12738,25.3786,6.84973,9.885
9.57101,0.958876,0.520978,3,7,0,-8.85386,0.490507,-0.185869,0.0221031,8.90606,-1.65859,12.8031,-44.2784,-25.288,5.29265
11.2819,0.982469,0.520978,2,7,0,-8.44517,0.5151,-0.0948409,-0.0816638,-46.8132,-35.0623,11.2901,-11.8484,9.20542,-4.069
11.1056,0.985429,0.520978,3,7,0,-10.8245,0.503287,-0.109215,-0.0109586,3.04556,7.7869,-6.92969,-28.0665,2.45508,4.26959
8.79264,0.912722,0.520978,2,7,0,-8.64515,0.567231,-0.177778,-0.0809815,19.6877,-0.649273,-1.89285,78.3774,-27.4599,-8.93352
6.80153,0.963399,0.520978,3,7,0,-4.52891,0.585437,-0.161798,0.148384,-14.597,15.0265,21.3761,69.5443,-12.9525,15.3236
9.12488,0.9981,0.520978,3,7,0,-5.65845,0.519708,-0.151901,0.148205,78.4884,-11.6825,16.9009,-2.44291,-10.188,19.9295
10.2293,0.948176,0.520978,3,7,0,-5.16809,0.532901,-0.182382,-0.0959881,22.2847,-61.169,6.06192,19.5472,-30.3873,-7.90791
10.0009,0.994091,0.520978,3,7,0,-8.98045,0.500675,-0.0806129,0.0811636,-9.96553,-23.5619,8.22802,-26.626,11.1707,13.3962
10.6645,0.99992,0.520978,3,7,0,-9.46435,0.534795,-0.0868432,-0.134624,21.887,-23.3216,-9.11802,24.7623,14.1784,-11.8029
7.71839,0.794393,0.520978,3,7,0,-5.58048,0.540783,-0.2076,0.159995,-68.5752,19.9961,2.71163,20.1672,-25.1771,18.594
10.1342,0.988988,0.520978,3,7,0,-7.20269,0.529709,-0.0983005,-0.184979,41.3522,-34.4648,14.2042,16.5502,9.45853,-19.0331
10.5684,0.989999,0.520978,2,7,0,-9.35775,0.522925,-0.0828087,0.0611287,-11.9374,-6.85632,16.2236,1.28656,10.8998,12.061
10.1059,0.971538,0.520978,3,7,0,-8.974,0.48397,-0.0867488,-0.0576206,-30.9848,18.9367,9.15388,-62.7081,12.1821,-3.46465
10.4537,0.992487,0.520978,3,7,0,-8.82363,0.51894,-0.0994907,-0.170687,63.1931,-10.4738,-5.60969,-6.20465,8.56007,-16.643
11.3494,0.980607,0.520978,2,5,0,-9.81435,0.518433,-0.129835,-0.0160086,2.50084,-10.2002,18.2887,-5.32728,-5.52364,4.13984
11.2636,0.98262,0.520978,3,7,0,-10.6967,0.507418,-0.121088,-0.0718423,-32.9296,-12.4614,0.516136,-24.6719,-2.36508,-2.89345
6.15537,0.783892,0.520978,2,7,0,-4.81429,0.454666,-0.215617,0.0156083,29.8475,19.9524,-11.2873,-96.0059,-36.4587,-2.3123
7.76651,1,0.520978,3,7,0,-5.13204,0.457514,-0.166888,0.000687091,32.702,41.9475,-3.17215,-94.7196,-19.2593,-0.945782
10.7287,0.995113,0.520978,3,7,0,-7.42384,0.547367,-0.142666,-0.00597981,-90.5643,-18.6659,4.13811,37.8874,-10.2992,4.1377
10.2008,0.966667,0.520978,3,7,0,-9.03686,0.501153,-0.182821,-0.0411299,-23.4975,27.6492,-1.37593,-33.2168,-27.4282,-1.22687
9.64718,0.967474,0.520978,3,7,0,-8.59274,0.52397,-0.0275875,0.0392129,40.8328,2.03722,-10.7225,2.76741,30.5931,7.51351
10.3306,0.958155,0.520978,3,7,0,-6.64202,0.510146,-0.186236,-0.0473359,70.1171,-37.569,-7.37145,-19.0799,-29.1795,-1.72979
8.226,0.903231,0.520978,3,7,0,-5.26277,0.539114,-0.0516331,-0.211208,24.5,-10.4418,-25.0127,38.5463,36.719,-26.0675
8.76567,0.95871,0.520978,2,3,0,-6.66152,0.514491,-0.0797349,-0.232005,34.2467,26.7892,-13.7856,-17.42,21.4923,-27.531
9.84842,1,0.520978,2,3,0,-8.49025,0.506146,-0.0975748,-0.1889,14.6998,16.1074,-15.1072,-33.896,9.93152,-20.0842
9.26819,0.976801,0.520978,3,7,0,-8.66395,0.545551,-0.17138,0.107226,-1.01332,-15.8671,-8.24923,28.0728,-16.9595,15.1674
11.2399,0.99191,0.520978,2,7,0,-9.0524,0.53521,-0.125853,-0.0150427,-26.9796,21.5399,-17.9663,20.1356,-3.97041,4.03926
8.9449,0.896479,0.520978,2,7,0,-8.45264,0.566307,-0.0511921,-0.0619343,-10.5664,-17.8131,3.5379,73.9139,27.416,-6.31943
10.3324,0.977443,0.520978,2,7,0,-8.13592,0.553201,-0.0774623,-0.00244442,48.999,23.6628,-12.6482,46.2522,14.409,3.76679
10.288,0.966724,0.520978,3,7,0,-8.6224,0.515312,-0.148865,-0.165179,-64.0025,-7.49437,6.91133,-13.5635,-17.3479,-16.287
10.7007,1,0.520978,2,3,0,-10.169,0.510224,-0.145342,-0.132788,-8.48987,6.45844,10.4144,-22.4777,-14.5422,-11.4917
10.3392,0.949197,0.520978,3,7,0,-8.94325,0.526838,-0.0601005,0.0500951,42.3702,-19.0941,8.7834,6.5289,18.8714,10.2405
10.6485,0.984628,0.520978,3,7,0,-9.15011,0.52233,-0.164755,-0.114894,46.5635,1.54305,13.446,0.72599,-23.2163,-9.39587
10.6848,0.999996,0.520978,3,7,0,-9.93255,0.518921,-0.0571989,-0.00373287,22.2955,-5.76569,11.3633,-4.47455,22.1223,4.30657
10.3251,0.96597,0.520978,2,3,0,-9.78502,0.52744,-0.0479657,0.0200936,-4.37929,19.802,2.97131,7.78268,24.4255,6.51757
9.84332,0.98389,0.520978,3,7,0,-9.37417,0.496234,-0.185862,-0.0671794,27.8596,-5.80405,-6.22418,-43.2697,-30.1926,-5.13987
